Timestamp,Amount,Currency,Sender_ID,Recipient_ID,Sender_Country_Code,Recipient_Country_Code,Transaction_Type,Device_Type,Transactions_Last_24H,Avg_Transaction_Value_Last_30D,Is_New_Recipient,Is_Anomaly
2025-09-06 19:10:55.961345,172.84,USD,12e8a46b-c3d6-4898-8621-686ae3d208a6,eca62a8b-0547-44e1-804d-c4c73a6a4297,LC,PE,Transfer,Tablet,3,219.11,0,0
2025-09-25 16:40:19.959857,445.61,USD,fb0eb006-ff93-4be3-a33d-afa4b3bbf551,1a02200a-0327-4556-9328-91edcc73512a,DK,GH,Transfer,Mobile,7,521.99,0,0
2025-09-15 12:53:49.663332,166.59,USD,a3a63134-1135-4eab-8294-a5a2c47b77d3,a0b69e05-4b20-4096-95e5-062923b78695,BI,NR,Payment,Tablet,9,144.74,1,0
2025-09-25 16:08:46.762447,167.65,USD,069522d2-44af-40f7-88f3-a1d51db5a003,a9d61c49-5e77-46c3-a5c0-a3849c0b4b2b,BB,PE,Transfer,Desktop,10,155.7,1,0
2025-09-09 07:45:39.695542,255.42,USD,021056a2-bdd2-4ea6-a883-6a2f7c67dcdf,e0ab0051-6ed3-463e-8a19-8073d4d7f5cb,BZ,YE,Payment,Desktop,4,315.6,1,0
2025-09-04 21:12:54.555343,367.69,USD,fa92c3d2-1385-4a24-8461-1368622f3a0b,de149efe-14c5-45fe-99a4-13a25a0ed692,SA,AU,Transfer,Mobile,9,519.86,0,0
2025-09-19 13:20:06.525433,203.23,USD,3d6f4627-5cdd-4c6a-8671-200f4b7ddb20,9055a0c8-8c51-4f27-91ab-2ed065dcdff1,MX,ET,Payment,Desktop,5,242.2,1,0
2025-09-20 12:24:04.101832,140.4,USD,1cf6c6cf-3b5d-4f65-b489-bf0591e0ff3a,bf6bb7f1-75cc-4877-93d6-8d2b53c08179,BF,PW,Transfer,Mobile,3,130.43,1,0
2025-09-15 22:31:10.712241,97.55,USD,d80f88a9-49ac-4424-b675-c960373ccd33,cd25a061-222f-4793-b0d1-edb839e7b75b,KW,IR,Payment,Tablet,2,66.69,1,0
2025-09-18 01:01:11.036889,440.99,USD,fa92c3d2-1385-4a24-8461-1368622f3a0b,0503ee72-eb94-47b5-b200-6a0c446881f1,SA,KN,Payment,Tablet,10,530.93,1,0
2025-09-24 06:15:04.786326,355.36,USD,eca3dcb0-dc7e-4da2-af3d-11c8cd5888b0,25cbb4e7-bd63-4961-a963-c574e29b5687,SO,TH,Transfer,Mobile,5,375.73,0,0
2025-09-08 14:31:25.603791,423.49,USD,ab74f7fc-2f45-4aa3-8006-4284cff3473e,eaaf1cf3-8cee-45fa-a7f4-0a44dd082fff,KR,TV,Payment,Mobile,5,667.24,0,0
2025-09-09 11:42:10.855879,45.68,USD,a83c4e17-f35e-4626-a739-efc8e3acbfbd,f3048523-93bb-4dc2-8a4b-1a3e27d66715,HT,KP,Payment,Mobile,8,52.59,0,0
2025-09-22 00:01:55.219962,649.37,USD,727202fb-f8b3-4531-af11-0d6f2c4497c0,82e53820-ff70-46c0-8a64-00bdedec36ff,LT,EC,Transfer,Mobile,8,764.0,0,0
2025-09-04 11:15:54.635057,1153.05,USD,2236d3fb-2395-4fd5-80ae-77b6a93abf01,fd5901ac-c8eb-4e96-851b-8935e7421917,RW,QA,Transfer,Desktop,2,986.0,0,0
2025-09-11 16:29:04.827940,498.31,USD,6a3399a4-e1cf-4d0e-a0f4-7adeb4e748f6,feda551b-9ea5-4b8e-a091-767591b22640,VU,PK,Payment,Mobile,6,866.01,0,0
2025-09-09 09:35:10.001862,73.5,USD,1a882ba4-1d62-4b01-b3a2-e2f1d790bc96,0ae251db-ea5b-46c4-bddd-5615346f3ba1,IR,PY,Payment,Tablet,10,72.05,0,0
2025-09-27 02:44:09.488727,616.52,USD,29ecd0ba-38f0-407b-af97-5431d8db5caa,c33c4fa7-92c2-4eeb-b71c-b06ca229712a,FJ,BE,Payment,Tablet,5,618.03,1,0
2025-09-08 04:51:22.704387,724.56,USD,ed1ac07c-f1f7-41bd-bf34-b47df0fd9863,b320101d-fde5-49a8-8084-dd0342026c6b,RU,GT,Payment,Mobile,8,687.26,0,0
2025-09-22 10:29:51.359156,325.31,USD,35886349-2b63-44de-a745-15ea3518ba39,03d235e3-09df-4055-aba4-314508792b66,MN,IT,Payment,Desktop,8,442.5,1,0
2025-09-08 19:16:20.143442,211.3,USD,d08431ea-82d4-4e8f-a474-b33ff65bf2fb,5ebb4cb5-6446-452c-b8a3-a9ae438454bc,MC,LY,Transfer,Mobile,10,278.34,1,0
2025-09-24 03:37:55.044326,546.3,USD,442e2acc-69ba-43dc-a14e-c3214cc78b74,91fba09b-ae4b-410c-a830-9c2ca8508bd3,SE,MX,Payment,Tablet,8,836.59,1,0
2025-09-18 06:42:35.240581,369.2,USD,bbe649ff-05a6-4a67-9062-fae49e767519,28545f1b-60f0-4422-8943-a8bab08f96cf,KG,TJ,Transfer,Mobile,8,362.18,1,0
2025-09-10 11:03:12.817635,143.79,USD,59fba686-5a82-48f8-b83a-5eadf783f89f,9502644a-cf4c-4ac8-991a-910f3440f970,FR,BT,Transfer,Tablet,8,126.13,1,0
2025-09-08 10:15:39.080264,1198.01,USD,70c65b76-4638-4ef9-8ab2-24355d420f6a,bf2209bb-36cd-4459-90ab-b0d309f57d6b,KM,SC,Payment,Mobile,6,889.15,1,0
2025-09-16 05:10:39.746570,186.33,USD,069522d2-44af-40f7-88f3-a1d51db5a003,583ae145-9a89-4c42-b814-7489c5f9a444,BB,CG,Payment,Mobile,4,158.18,1,0
2025-09-10 20:47:33.889499,420.47,USD,38caad78-b71d-4157-9c04-c87e297c7453,5dbb73af-fad6-42f7-870f-5ac4a1d3c5f4,UA,KP,Transfer,Mobile,1,328.52,0,0
2025-09-02 22:10:49.552643,93.87,USD,f2480673-9f16-4192-b8a3-b28f705fc25e,3f76ad70-3257-4f2c-8a5a-e73df404cc8b,YE,MK,Payment,Desktop,4,113.39,1,0
2025-09-07 09:42:01.279535,371.44,USD,a9110e6b-3842-47db-be41-e78b75aaea73,a721b6be-b209-49f5-a86c-67de38a56eb4,SZ,AM,Transfer,Tablet,4,267.19,1,0
2025-09-16 19:10:03.387493,155.45,USD,7155785b-98ec-4dac-b1ee-cf4a77133182,318509f7-ad4e-4297-991c-95953e812c37,CZ,GT,Transfer,Desktop,2,465.42,0,0
2025-09-06 03:47:10.363351,763.06,USD,1a315a9d-eedc-4c7c-ad8d-a931bbc8e1c7,1d63c411-609c-4809-980b-4264cdab9136,SE,CI,Transfer,Desktop,6,631.89,0,0
2025-09-25 06:45:00.381796,664.12,USD,a239ec82-597c-4db8-9e96-a28ec0e95b11,4786d8b8-9838-4782-be26-7e5ea6cf9410,VE,CF,Transfer,Desktop,1,714.24,1,0
2025-09-02 06:48:28.857923,540.5,USD,71755913-6db6-4943-8a24-481c067d1d9b,405c559d-4c52-4e7c-9a73-4c6207ed5a39,CY,CO,Payment,Mobile,9,648.68,1,0
2025-09-20 08:50:29.498459,258.28,USD,bafad7e6-e093-4b96-8f43-d38f0b898313,c4be6296-18ca-41dc-bac0-37fc52bb914a,TJ,LR,Payment,Mobile,5,497.98,0,0
2025-09-17 21:06:38.705070,673.17,USD,6bfe096b-e89e-4a50-9718-d344366b96e3,2c4767d8-8da8-4524-aa8a-d8cdc8250f03,VA,LK,Payment,Mobile,7,484.69,0,0
2025-09-25 22:34:39.637622,186.52,USD,c1e9566c-6d36-46e7-aa63-e2e4668d5bad,a7bad0cd-fc7a-4f7b-9d6e-173bc6b01c5d,EE,JO,Payment,Tablet,9,251.27,0,0
2025-09-01 04:42:00.868444,266.15,USD,cbf81cf5-9c24-4b15-b096-c4a3e0925a8d,67937c66-8b28-4c57-bf35-976c94a8e8ef,BA,SG,Transfer,Tablet,8,236.16,1,0
2025-09-26 16:14:05.146590,215.18,USD,c6b304e2-9236-4b28-9a63-9614a21832dc,1ce627f1-18d0-45b2-8960-f6ebde0f3259,BR,BZ,Transfer,Desktop,7,247.96,0,0
2025-09-27 00:29:16.720921,515.22,USD,a9d291c9-71fc-4967-9714-e46ba1cf4e5f,3b41cf98-9205-4618-8880-2785a1e6c9ce,US,JM,Payment,Tablet,9,682.01,1,0
2025-09-12 17:05:27.670209,718.25,USD,b8f3ccf8-fd8c-4ee0-9f39-47395c6d4396,78ec1464-d8b3-40c4-a91c-440a13c91c97,BR,UG,Transfer,Tablet,5,479.43,1,0
2025-09-11 13:49:05.065744,203.18,USD,b1f64bb9-b6f8-4c5c-94f3-1397b9554455,0b836418-3b19-4689-85af-f7afb667c8e2,NG,LS,Payment,Mobile,4,241.78,0,0
2025-09-22 01:07:11.896688,635.21,USD,92ecbdaa-8277-44b2-ab4f-2d387ad03d9c,27c516ec-456e-4ca7-887f-a9379e5487ad,MR,IS,Transfer,Desktop,3,632.83,1,0
2025-09-03 18:03:48.358317,863.37,USD,02d11543-f4a4-4077-a568-3cf3199b583a,ceec1287-0e9b-4cf4-bf71-36b16924d4fc,SD,GN,Payment,Tablet,4,749.51,0,0
2025-09-10 19:39:18.611955,263.44,USD,ba24b84c-5a33-44f9-a72f-e011d647d5db,e369f841-377e-4e50-b42c-f5a49206fb56,BR,VE,Payment,Mobile,1,368.13,1,0
2025-09-02 07:12:13.583146,406.23,USD,1f5ecc81-2479-4849-94c9-1e77075151a8,b05093c7-a55c-45bb-82f8-cd534c252602,SB,SK,Transfer,Desktop,9,950.15,0,0
2025-09-05 03:28:43.451168,432.79,USD,b808fed9-50b3-430f-9491-2281ed2f9a62,653fc6f5-217e-4cec-9fbd-916eb48bb181,VU,PH,Transfer,Mobile,9,393.43,1,0
2025-09-18 05:59:19.496409,128.7,USD,cf2b64ff-4d04-443f-9e24-75eb8f4dcf09,9a7b0bca-be88-4099-91ce-7a5d6813052d,GR,TJ,Transfer,Tablet,2,657.05,1,0
2025-09-15 09:50:01.480438,756.38,USD,115c4f1c-12cd-4617-950c-d9bec13c7884,e435ba22-315e-4dfe-b5e4-855b01a8e3c3,MC,MA,Payment,Desktop,3,992.72,1,0
2025-09-13 06:45:58.569140,95.82,USD,81c81ab9-41e4-426f-969b-729c700e78af,e79f952b-da9a-4ddf-8054-c8fd9590b635,EC,BD,Payment,Mobile,3,95.83,1,0
2025-09-02 22:42:13.577426,887.3,USD,3c3fa7bc-f281-4fd9-b2f8-39bbe1a5aef4,29bf4497-39b2-45f7-b9eb-1fcd0a3ec3b4,KZ,SB,Transfer,Desktop,10,757.25,1,0
2025-09-28 08:03:36.761570,210.34,USD,2fcaa143-cc9c-4a54-93bc-43ec39650f06,a7b6f062-e5da-4dba-b4d9-227fa1510a85,CM,HT,Transfer,Mobile,5,255.08,1,0
2025-09-08 12:22:41.599713,377.67,USD,ba24b84c-5a33-44f9-a72f-e011d647d5db,67354f4e-46ee-4d69-908a-35beebd5c605,BR,MX,Transfer,Desktop,3,361.88,0,0
2025-09-09 13:24:23.602794,78.08,USD,c22f7718-2be7-4d5c-a37e-7e27b72ef598,e89db654-11af-40e9-88ab-b9646ee6beeb,CG,VU,Transfer,Mobile,6,92.16,1,0
2025-09-19 09:55:41.942502,206.87,USD,c2eb621d-52cc-47d7-8e58-7f3b977ab8a7,b9af5fe7-70fc-4519-a494-c2d2b8ec6c10,SM,SK,Payment,Tablet,9,181.16,1,0
2025-09-10 19:30:06.561072,740.5,USD,ceea5e86-fcfb-42c8-b6bf-8bcbd9dafa6f,61aef70a-d836-4285-a6c6-08bcf7997123,UA,BD,Transfer,Desktop,3,516.6,1,0
2025-09-17 09:44:22.017411,1012.74,USD,036a074b-f7dc-4c1e-b2bc-690c0243e54b,17527ec4-dfee-4f05-97c4-61742f7deacc,MG,MW,Transfer,Desktop,7,1003.46,0,0
2025-09-03 11:28:35.308961,774.66,USD,ab74f7fc-2f45-4aa3-8006-4284cff3473e,a68bf3ed-43d0-4811-a2d4-dd66fa237a34,KR,ZA,Payment,Tablet,9,645.79,0,0
2025-09-22 14:57:21.642889,159.38,USD,8e219962-8003-4029-b8ef-549cbcbecfc0,e6c4fcbb-842f-4728-93d2-4e0aed4561fc,NZ,BY,Payment,Mobile,6,163.41,1,0
2025-09-17 10:35:14.987856,401.53,USD,92ecbdaa-8277-44b2-ab4f-2d387ad03d9c,0810707f-bdec-416c-baf7-7cb776e6b403,MR,UY,Transfer,Mobile,6,619.58,1,0
2025-09-05 11:28:46.185356,558.43,USD,5c45e166-a39b-4e79-8380-83e4e0fde355,c1fce5de-e0a8-471e-9a76-354d8e6f4eaa,LS,GH,Payment,Desktop,3,984.95,1,0
2025-09-06 19:41:24.169028,750.24,USD,bb4e22cb-6cbe-484c-9d34-1ec0e5084255,dd417e77-6c04-4c73-ba75-dfa4ae95bb8f,LR,CD,Transfer,Desktop,5,628.84,1,0
2025-09-16 03:37:29.749616,596.83,USD,ea751892-cc50-458e-9b91-a8ba7e106314,4939753a-e1a7-4620-986f-597581a01e38,TN,DM,Payment,Tablet,9,598.05,0,0
2025-09-03 15:43:26.629618,270.81,USD,f6d4bc2c-b02f-43d2-bbb7-abf1eb35b930,66e7f6f5-34d7-4cbe-a6c6-b9eb67489076,ER,GW,Transfer,Desktop,7,267.22,0,0
2025-09-22 19:55:09.759326,880.57,USD,c0e7454b-0b3e-43b3-9bfa-0cb457e9863d,52f425bc-2c4c-422a-a1a6-7b8e52b6ecf4,SN,LR,Transfer,Tablet,6,809.87,1,0
2025-09-09 21:37:24.405088,1130.17,USD,fb12b52c-4264-47e9-8205-cf63cd0daacd,ea26c7f5-f796-4b39-986e-132fe0812bd4,GT,BI,Transfer,Mobile,4,873.81,0,0
2025-09-24 12:52:51.808372,201.4,USD,274d7450-b8cf-4dae-b5ba-d17c051390b7,c6cb61cc-a405-414a-bad6-92d33d32bc78,AM,LK,Transfer,Mobile,8,188.05,1,0
2025-09-07 21:43:41.940578,99.86,USD,f8db8e5f-9961-4ab8-9afc-b34edb10d02d,29f8c9ca-6aa6-42f7-8252-89f2c3e4302a,ML,TV,Transfer,Mobile,6,243.44,1,0
2025-09-21 02:54:39.302680,340.05,USD,d3a5b92f-5039-490b-b1ff-20211161b213,8c4934a9-63b4-44aa-afcc-50a27708f78c,SM,EC,Payment,Desktop,1,212.56,0,0
2025-09-08 21:02:10.066496,421.54,USD,021056a2-bdd2-4ea6-a883-6a2f7c67dcdf,b5759942-208d-4cb3-9e57-acad72085314,BZ,IN,Payment,Desktop,5,329.98,0,0
2025-09-17 12:42:29.276038,689.63,USD,fd608f49-8835-46e4-b19f-48e13de8ce1d,081c0a85-938b-49a4-8ffa-3423a1be4ac1,ID,BH,Payment,Desktop,2,894.17,1,0
2025-09-06 04:26:49.818611,915.96,USD,f75b7bdc-914d-4c13-a29e-d12e2af10841,761ef9e3-d7fe-4faf-b211-79a88c7bbeac,TH,SG,Payment,Desktop,4,554.19,1,0
2025-09-03 11:49:45.979005,299.55,USD,472152b1-7db3-4686-874f-deb801e5d90e,2d87e0e2-427f-464e-9de9-d1676f704abc,CF,AR,Transfer,Mobile,5,319.77,1,0
2025-09-08 06:13:11.833349,357.51,USD,34f72db6-da63-4d90-a334-dec3c8e63e9f,aea998fe-f73b-4c43-90f7-a0a65d5b430c,AD,CY,Payment,Desktop,10,400.71,0,0
2025-09-03 06:48:38.927788,1296.34,USD,767d4ad3-0f0d-4e3b-b0de-156af7832d04,29e13b70-4794-4e9f-b7c5-5a4517425e4f,VU,MA,Payment,Desktop,10,663.82,1,0
2025-09-25 23:21:35.361235,857.23,USD,767d4ad3-0f0d-4e3b-b0de-156af7832d04,52a83a2a-812e-4674-a038-44c2c7a110ee,VU,CI,Payment,Tablet,2,670.21,1,0
2025-09-04 15:22:46.311091,413.69,USD,6bfe096b-e89e-4a50-9718-d344366b96e3,a1a02221-a520-4a8a-955e-b665c1a30487,VA,BT,Transfer,Mobile,5,504.28,1,0
2025-09-07 02:04:12.455466,149.53,USD,0bd4f4a7-b89f-4d14-ada2-d82d6e9d6ac5,d389ad7d-b9ba-48bb-abe3-d0304762542c,RO,QA,Payment,Mobile,8,136.17,0,0
2025-09-25 19:31:23.206930,451.66,USD,d29fefbe-25aa-43e3-9fb9-a3d753d6b76e,845e9a16-c28f-4d12-b0a0-8c2e30d1764c,TZ,AM,Payment,Mobile,10,428.43,1,0
2025-09-08 04:51:59.184866,1191.98,USD,3d2d25e6-dc03-49f3-8a0c-a14d977930f4,8db3733a-5e4c-407e-aaa0-dbd89fecdd58,KE,CM,Transfer,Mobile,9,850.06,0,0
2025-09-07 10:11:28.810359,116.57,USD,47cb70ec-5bde-498c-aafa-32c857ade708,310b37bc-af9e-4a7f-907a-9b9a22fe83a6,PG,AM,Payment,Mobile,7,68.2,1,0
2025-09-27 16:58:43.833938,1008.71,USD,ba1435ab-0d5f-4e34-aab6-3219e95ccca2,3bb70662-d7ac-4421-8685-ffee388d9ab0,BS,MX,Transfer,Tablet,10,570.08,1,0
2025-09-15 08:48:36.050521,602.04,USD,bb8ac4ea-4209-4456-a369-0a9be86d9525,67995a61-5be3-45ff-941a-f5691be32e34,MV,DZ,Transfer,Mobile,2,632.63,1,0
2025-09-11 23:19:36.192247,1235.68,USD,7ed1b7b2-1ec1-4993-b6ca-dbce2494432b,62166505-84d7-47a0-9c82-3c7056868897,SE,BT,Transfer,Mobile,4,842.87,0,0
2025-09-22 11:43:52.692466,606.17,USD,3ba28cbb-0bc1-45f8-9edb-9b62c68fe346,fa2b6589-02ce-48ff-9d60-88cf083040d8,DO,BY,Transfer,Desktop,5,618.7,0,0
2025-09-15 23:17:01.029288,1257.36,USD,a34fd227-4b73-4d3a-8fb5-6740a5aa2736,6db0c841-a7e0-4466-834d-9888d1b69d01,ST,BA,Payment,Tablet,3,846.64,1,0
2025-09-28 01:34:31.490515,1041.61,USD,25d5d57f-6d79-4670-acd2-e10809709808,3951fa28-ae0d-4e70-8b8f-6a1247dd1bcc,WS,WS,Transfer,Tablet,4,827.43,0,0
2025-09-12 09:22:37.690346,546.49,USD,befac93a-8a18-4740-9c9a-5cd789e5305c,2e4d37ae-6e0b-44a5-9397-83bde96ba505,BF,LR,Transfer,Tablet,10,510.92,1,0
2025-09-04 14:09:42.549918,1284.1,USD,e994927f-294e-405e-8abe-1dc7507b7a78,0503ee72-eb94-47b5-b200-6a0c446881f1,RO,KE,Payment,Mobile,1,956.85,1,0
2025-09-25 15:05:21.743706,398.99,USD,8487f26e-6a0a-4149-8a6a-d06e6cde1e9a,79aa530f-4cb8-4176-934b-ad2331c3114b,MT,PG,Payment,Desktop,3,523.94,0,0
2025-09-12 19:15:12.318447,666.93,USD,dd914757-9083-4947-a6de-2841d577b1ca,19969074-97d4-4f8d-aa22-f127ebf26bcc,BB,LA,Payment,Mobile,1,936.81,0,0
2025-09-18 01:44:22.691230,292.86,USD,db80c86b-5cbc-4450-a7d1-1974f77a2041,c9a5bdca-3839-4546-bd8d-7ee64ab63c45,BY,KH,Transfer,Desktop,6,619.63,1,0
2025-09-07 04:21:19.595371,172.6,USD,6cca052b-b428-4869-b4e9-cf71881374f4,dafa33e2-bae9-4cc7-abd5-279d3bb8ef78,GT,PW,Payment,Tablet,1,179.36,0,0
2025-09-05 22:22:09.632393,405.78,USD,13e3366b-d71b-42b9-aae2-559e4150dd02,a38b7504-bf62-42ea-aa92-c832fe15531f,UZ,SM,Payment,Mobile,7,756.23,0,0
2025-09-29 07:58:17.910933,1479.54,USD,1bc0c75a-7717-4f05-9b26-2fe76eb16788,bb522e92-ce8b-4361-ba46-9b408f169209,VA,RW,Transfer,Desktop,3,924.19,1,0
2025-09-29 10:03:16.953048,778.38,USD,06135fd6-c104-43a4-a79b-dc8e98c9488e,63ea7f9d-dac7-4431-97a3-34bd1009d777,HR,NL,Transfer,Tablet,9,796.19,0,0
2025-09-01 14:35:05.608333,858.6,USD,73f31428-aae9-4de2-a590-8d3c94563601,f1c33aa5-da86-466d-b9e0-6f1797c8db42,BH,GD,Transfer,Tablet,7,868.98,0,0
2025-09-26 11:18:59.595298,374.86,USD,a93b6515-31c7-4a01-87ce-f2d98e906128,d07ac894-80db-491b-9daa-97d042ab8a6f,MX,GE,Transfer,Tablet,1,582.25,0,0
2025-09-22 20:16:53.636632,759.41,USD,1a315a9d-eedc-4c7c-ad8d-a931bbc8e1c7,a0512cee-517b-47a5-9776-c0bf067c39d2,SE,GH,Transfer,Desktop,4,620.75,1,0
2025-09-19 09:47:53.704653,161.21,USD,cbf81cf5-9c24-4b15-b096-c4a3e0925a8d,824e9d98-98e6-4396-a17f-b20a5946f297,BA,MN,Payment,Mobile,7,234.48,0,0
2025-09-22 08:34:58.957182,391.33,USD,fea174aa-4a25-49ec-b593-f6ada06f1e26,b3dcfa66-31e0-486b-98e8-2f945c73c339,UA,GY,Payment,Tablet,1,430.18,1,0
2025-09-28 06:47:29.070194,1233.19,USD,2236d3fb-2395-4fd5-80ae-77b6a93abf01,e43b52e8-475b-478e-9b2e-51e334bb64e7,RW,NL,Transfer,Desktop,3,989.0,1,0
2025-09-08 01:47:13.077271,204.01,USD,fc534ca9-e7e8-4db7-927a-221025376a6e,79fde265-9dbc-497a-9378-5d97b8a3bb3b,CR,KM,Transfer,Desktop,1,548.9,0,0
2025-09-05 04:57:32.153320,390.64,USD,25ebadb1-d201-458a-83e6-80109ab75e2b,ef6465cf-d458-4e96-a213-4ce7a0aa772a,BW,ID,Transfer,Desktop,2,420.14,1,0
2025-09-27 19:19:26.988147,601.24,USD,13f87336-8486-4459-addf-e5e7b57863d5,3868b2ab-2eaa-43c6-aa69-e5e681d6a73f,GE,IQ,Transfer,Desktop,10,507.19,1,0
2025-09-29 17:13:53.827734,63.53,USD,7bdf0510-cfae-4e02-9eb8-f9251f46606e,5b58b3f0-21a0-4341-8573-d48cb71f1567,CZ,PE,Payment,Tablet,5,61.0,1,0
2025-09-27 12:50:03.338390,59.39,USD,d80f88a9-49ac-4424-b675-c960373ccd33,fde695d7-5e1c-4f0a-af7f-fe378bb2294d,KW,GN,Transfer,Mobile,8,66.88,0,0
2025-09-24 09:06:21.336981,104.03,USD,f34915e5-475c-4de3-a2e2-3a24111a9863,5b930edd-fa94-40b6-be8e-cac1b5269b0c,TN,NG,Payment,Mobile,8,66.24,1,0
2025-09-26 07:52:35.542636,431.42,USD,a55dfb62-adcb-438e-8204-3bf1d84c1061,914905ae-f6c9-4192-aaa4-0cbdc9206fd8,KN,SY,Payment,Tablet,4,325.74,1,0
2025-08-31 19:32:26.327469,417.75,USD,fcccab35-9910-4226-b968-40c962369500,1b161031-e79a-424b-8746-dc7195c45351,KZ,GT,Transfer,Tablet,4,683.96,0,0
2025-09-10 21:59:20.140212,803.45,USD,09f5f2fc-c802-4579-a042-1fd3fda8ff08,bf27f1b7-b29c-422d-8ce9-08697bbdb456,PY,SG,Payment,Desktop,10,623.14,0,0
2025-09-26 15:21:10.074358,210.38,USD,4cadab42-9292-4080-a7c7-f9a470beff0a,af0d20c0-4938-41b3-858b-555a60233b68,GY,NA,Transfer,Tablet,9,433.48,0,0
2025-09-23 12:51:04.735858,403.04,USD,ad61bdbe-15de-479a-b483-9fa278c1e174,5f41d1ca-33b3-4496-8ac9-19af202b3131,BD,PE,Payment,Mobile,9,371.8,0,0
2025-09-07 05:18:45.177641,37.91,USD,91c6c594-6e7a-4c1c-9d4e-e1d051cfd7a0,3a7290fe-be02-44e1-bf6e-25a7729fe1b3,GQ,SM,Payment,Desktop,5,70.2,1,0
2025-09-29 03:21:25.478446,104.71,USD,ad61bdbe-15de-479a-b483-9fa278c1e174,2d33e3cd-1d73-4c18-bb1f-a3240fb73c5e,BD,GA,Transfer,Tablet,1,371.47,0,0
2025-09-29 23:47:07.437133,764.23,USD,188b085e-4535-4274-b749-50b559050b47,e64c7ef0-9e1b-4777-93b1-2ee1b16e30a1,JP,BE,Payment,Mobile,3,956.18,1,0
2025-09-05 15:28:13.244611,369.15,USD,0785faec-3135-47ec-a55e-dba496ec6715,0fd12407-86d7-43cb-a743-c97c66629a2f,SL,ME,Payment,Mobile,7,532.34,0,0
2025-09-04 20:40:24.104698,543.75,USD,ec601797-6868-4dc8-b90e-85a2293158c5,0041086c-eafb-4d70-9e01-487b64f20163,AE,MM,Transfer,Desktop,9,501.67,1,0
2025-09-03 11:17:16.440068,246.05,USD,50d47571-cb9b-465e-a936-1f02b8608e09,787634a7-5e66-429b-96b1-a97661bef1c1,PW,LB,Payment,Desktop,6,456.42,1,0
2025-09-08 20:21:41.962711,667.06,USD,a5f9dd5e-8faa-4d5f-bcbd-00e10d1474ca,c1b19568-8c4b-4ec0-b1d6-407c1a8ca335,SO,YE,Transfer,Tablet,3,543.31,0,0
2025-09-03 05:39:51.153978,504.72,USD,4cadab42-9292-4080-a7c7-f9a470beff0a,8b9731a5-20c9-4f33-968e-3bb8ae29efa7,GY,SA,Payment,Tablet,5,408.61,0,0
2025-09-14 17:14:22.532874,255.6,USD,ef146168-7537-4aa8-845a-a3a675bd70d7,f37500ab-0d19-40e9-85c2-5f192e415a35,TV,CG,Payment,Desktop,2,415.99,0,0
2025-09-13 06:52:40.156161,1232.17,USD,102423bb-b4a3-4437-9b95-0306ff0d9e17,9f9cfc2c-9343-400b-934b-4576b48b72cf,JO,KW,Transfer,Tablet,3,906.44,0,0
2025-09-01 22:42:09.831352,603.24,USD,5845b980-f136-48a1-a3a0-9492af4aef8b,5cc8c4e5-4914-4456-a666-b9543509f240,IQ,SE,Transfer,Tablet,4,831.37,0,0
2025-09-16 07:21:28.469134,748.81,USD,d5310ef3-26c1-4367-900b-bce4ef18e939,6ba78b27-5273-46bf-b479-47bcf4ecf1dd,LB,GQ,Transfer,Mobile,10,933.79,0,0
2025-09-29 20:56:13.041398,324.0,USD,49478363-b819-4c36-afba-4526bcf5e962,76853527-f60d-4e1d-a93d-64d22d6fee66,IR,BF,Transfer,Mobile,4,421.44,0,0
2025-09-17 05:43:44.466301,592.36,USD,a36711fc-e28d-41fa-aa96-d34f712c347a,9ab71cc1-4e81-4071-b18d-c10768fffac1,MR,LU,Payment,Desktop,5,674.04,0,0
2025-09-07 16:25:20.507878,299.45,USD,ed5c0539-e339-45c5-85c7-f86282c0ec22,dd707dee-bd49-45e1-ba26-5c301e0cdfb1,CZ,JO,Transfer,Desktop,5,368.11,1,0
2025-09-05 02:37:45.344937,1086.44,USD,3123cc94-25e7-423f-80c7-e6ce3aad097e,94536f39-b0f6-4d41-8762-7b7d2462a6ef,GT,SD,Transfer,Mobile,2,817.37,0,0
2025-09-18 11:32:01.390470,583.16,USD,7ca015eb-70fe-4411-bfeb-219e5e2994c2,8f7d8041-fd64-4ccc-9c59-ac3d4f06c4bf,UA,DJ,Transfer,Desktop,5,490.96,0,0
2025-09-20 01:26:20.715137,703.02,USD,476ca58d-803b-47fa-bec0-1831992a5097,8859e19e-2912-4906-ad97-fdff2066349f,DZ,CF,Transfer,Mobile,9,854.99,0,0
2025-09-20 18:10:28.403361,557.49,USD,12b545b0-4e68-4b06-a640-946ba009c87a,37f60d37-3ce8-4cde-929b-782f887d4fe0,GN,AL,Transfer,Desktop,5,633.03,0,0
2025-09-07 08:45:35.978601,401.98,USD,7fcf1e65-a604-4441-a0fc-6b62c0bc34f9,3eed4b1a-18d2-48b0-a2b0-3dc061c7bab7,CY,LY,Payment,Tablet,3,446.98,1,0
2025-09-28 14:54:10.772787,535.71,USD,f0cfdb6b-919c-4348-9024-39abc5e0060a,0a013b12-dc3a-4bec-84ec-4993f618d29a,GM,GW,Transfer,Mobile,1,460.76,1,0
2025-09-20 17:09:23.075918,213.16,USD,bbabbfc3-167d-4d8d-b4db-310c733866d2,af05d914-312d-4810-a8fd-cbc2030ecfd0,PG,TR,Transfer,Tablet,1,345.71,1,0
